Broker Pseudonym,Contract Status Type,Entry Status,In Force Today,Inception Date,Info,Policy Reference Record ID,As if policy premium,Benchmark Net Premium,Committed RRV %,Gross Written Premium Aspen Share,Incurred Claims Aspen Share,Net Written Premium Aspen Share,Technical Adequacy %,Total Acquisition cost
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2015,i,003888,,29454.05405,,32694,31893.79,32694,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,16-04-2015,i,005271,,13981.08108,,15519,,15519,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,31-05-2015,i,003692,,8341.369369,,9258.92,,9258.92,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,26-07-2015,i,005523,,27121.35922,,27935,29126.4,27935,103,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,31-07-2015,i,004358,,6914.414414,,7675,,7675,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-10-2015,i,004500,,35637.96296,,38489,16876.9,38489,108,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-02-2016,i,003861,,44639,,44639,3480,44639,100,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2016,i,005243,,17651.69369,,19593.38,,19593.38,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2016,i,005287,,56372.47706,,61446,0,61446,109,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2016,i,005257,,19600.91509,,20776.97,7116,20776.97,106,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2016,i,003890,,26846.84685,,29800,30403.36,29800,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,16-04-2016,i,005273,,13761.46789,,15000,,15000,109,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,31-05-2016,i,003694,,8029.27027,,8912.49,,8912.49,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,26-07-2016,i,005525,,23266.94175,,23964.95,117850,23964.95,103,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,31-07-2016,i,004360,,7007.207207,,7778,7479.4,7778,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-10-2016,i,004502,,38073.07407,,41118.92,8974.5,41118.92,108,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,05-10-2016,i,007947,,952.3809524,,1000,,1000,105,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-02-2017,i,003863,,,,41604.15,,41604.15,,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2017,i,005245,,,,23713.16,,23713.16,,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2017,i,005259,,,,20902.57,,20902.57,,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2017,i,005289,,,,59850,0,59850,,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2017,i,003892,,,,29275,2307.5,29275,,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,16-04-2017,i,005275,,,,15606,,15606,,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,31-07-2017,i,004362,,,,8228,5786.01,8228,,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-10-2017,i,004504,,,,37377,51376.15,37377,,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-02-2018,i,003865,,41204.6,,41204.6,900,41204.6,100,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2018,i,005261,,22091.9434,,23417.46,,23417.46,106,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2018,i,005291,,52711.92661,,57456,,57456,109,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2018,i,005247,,22222.83784,,24667.35,,24667.35,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2018,i,003894,,24940.68468,,27684.16,24485.5,27684.16,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,16-04-2018,i,005277,,14605.80734,,15920.33,,15920.33,109,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,31-07-2018,i,004364,,8140.567568,,9036.03,,9036.03,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-10-2018,i,004506,,31744.69444,,34284.27,,34284.27,108,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-02-2019,i,003867,,51574.07,,51574.07,9450,51574.07,100,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2019,i,005293,46153.84615,45340.05038,,36000,,36000,79.4,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,01-04-2019,i,005249,,28166.81081,,31265.16,,31265.16,111,0
"Murray, Hilpert and Reilly",Bound,LIVE,N,16-04-2019,i,005279,,3321.105433,,15923.04,,15923.04,479.45,0
Gottlieb and Veum,Bound,LIVE,N,26-05-2013,i,008330,,13200,,16500,15974.6,13200,100,3300
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,002505,,,,,,,,
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,002431,,,,,,,,
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,002489,,,,,,,,
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,003508,,,,,,,,
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,002361,,,,750,,600,,150
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,002299,,,,967.4,,798.11,,169.29
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,003263,,,,825,,540.71,,284.29
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,004023,,,,5500,,4400,,1100
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,002563,,,,19175,,15340,,3835
Gottlieb and Veum,Bound,LIVE,N,01-01-2014,i,012762,,,,0.01,4164,0.01,,0
Gottlieb and Veum,Bound,LIVE,N,02-01-2014,i,001753,,,,581.25,,373.53,,207.72
Gottlieb and Veum,Bound,LIVE,N,02-01-2014,i,004657,,,,8977.57,365.9,7406.49,,1571.08
Gottlieb and Veum,Bound,LIVE,N,15-01-2014,i,002616,,,,18027.05,,14421.64,,3605.41
Gottlieb and Veum,Bound,LIVE,N,18-01-2014,i,002803,,,,8193.9,,6732.41,,1461.49
Gottlieb and Veum,Bound,LIVE,N,21-01-2014,i,002657,,,,800,,470.4,,329.6
Gottlieb and Veum,Bound,LIVE,N,23-01-2014,i,002700,,,,1811.44,,1362.44,,449
Gottlieb and Veum,Bound,LIVE,N,25-01-2014,i,002676,,,,18967.7,11727,15174.16,,3793.54
Gottlieb and Veum,Bound,LIVE,N,26-01-2014,i,002984,,,,12450.88,,9960.7,,2490.18
Gottlieb and Veum,Bound,LIVE,N,28-01-2014,i,002833,,,,2475,,1901.96,,573.04
Gottlieb and Veum,Bound,LIVE,N,30-01-2014,i,002733,,5032.783505,,6083.03,,4881.8,97,1201.23
Gottlieb and Veum,Bound,LIVE,N,01-02-2014,i,005143,,,,2241.93,,1793.54,,448.39
Gottlieb and Veum,Bound,LIVE,N,01-02-2014,i,004719,,,,7500,,5576,,1924
Gottlieb and Veum,Bound,LIVE,N,01-02-2014,i,002817,,,,75000,42358.03,60000,,15000
Gottlieb and Veum,Bound,LIVE,N,04-02-2014,i,000542,,,,14411.5,250,12610.06,,1801.44
Gottlieb and Veum,Bound,LIVE,N,15-02-2014,i,004738,,,,1320,,1089,,231
Gottlieb and Veum,Bound,LIVE,N,17-02-2014,i,002856,,,,1192.12,,843.58,,348.54
Gottlieb and Veum,Bound,LIVE,N,17-02-2014,i,002791,,,,1006,,635.2,,370.8
Gottlieb and Veum,Bound,LIVE,N,18-02-2014,i,001163,,,,1744.88,,1299.61,,445.27
Gottlieb and Veum,Bound,LIVE,N,19-02-2014,i,003320,,,,885.2,,443.16,,442.04
Gottlieb and Veum,Bound,LIVE,N,21-02-2014,i,004732,,,,2920,,2336,,584
Gottlieb and Veum,Bound,LIVE,N,22-02-2014,i,003608,,,,2278,,1504.4,,773.6
Gottlieb and Veum,Bound,LIVE,N,22-02-2014,i,004042,,,,33607,50,26885.6,,6721.4
Gottlieb and Veum,Bound,LIVE,N,27-02-2014,i,002287,,,,1800,,1270.4,,529.6
Gottlieb and Veum,Bound,LIVE,N,01-03-2014,i,001131,,,,1322.64,,951.26,,371.38
Gottlieb and Veum,Bound,LIVE,N,01-03-2014,i,003626,,,,18833.33,,17891.66,,941.67
Gottlieb and Veum,Bound,LIVE,N,01-03-2014,i,001147,,,,3956.53,,3001.79,,954.74
Gottlieb and Veum,Bound,LIVE,N,01-03-2014,i,000668,,,,4339.25,,3206.4,,1132.85
Gottlieb and Veum,Bound,LIVE,N,01-03-2014,i,002275,,,,8989.44,,7191.55,,1797.89
Gottlieb and Veum,Bound,LIVE,N,01-03-2014,i,000226,,,,48075,847,37135,,10940
Gottlieb and Veum,Bound,LIVE,N,06-03-2014,i,001091,,,,2337.48,,1869.98,,467.5
Gottlieb and Veum,Bound,LIVE,N,06-03-2014,i,004758,,,,6750,,6000.08,,749.92
Gottlieb and Veum,Bound,LIVE,N,06-03-2014,i,004742,,,,13050,,11600.14,,1449.86
Gottlieb and Veum,Bound,LIVE,N,09-03-2014,i,003873,,,,13478.2,875,10782.56,,2695.64
Gottlieb and Veum,Bound,LIVE,N,11-03-2014,i,004782,,,,1000,,800,,200
Gottlieb and Veum,Bound,LIVE,N,15-03-2014,i,001374,,,,1650,,1082.4,,567.6
Gottlieb and Veum,Bound,LIVE,N,15-03-2014,i,001067,,,,13959,,10386.58,,3572.42
Gottlieb and Veum,Bound,LIVE,N,15-03-2014,i,001292,,,,2031.3,291.6,1315.54,,715.76
Gottlieb and Veum,Bound,LIVE,N,15-03-2014,i,000890,,,,3573.08,36645.95,2649.71,,923.37
Gottlieb and Veum,Bound,LIVE,N,17-03-2014,i,001182,,,,557.7,,320.18,,237.52
Gottlieb and Veum,Bound,LIVE,N,23-03-2014,i,003640,,,,7324.35,,6958.13,,366.22
Gottlieb and Veum,Bound,LIVE,N,23-03-2014,i,004804,,,,21325.68,,17060.54,,4265.14
Gottlieb and Veum,Bound,LIVE,N,29-03-2014,i,002293,,,,3384,,2537.6,,846.4
Gottlieb and Veum,Bound,LIVE,N,31-03-2014,i,002261,,,,858.83,,560.03,,298.8
Gottlieb and Veum,Bound,LIVE,N,31-03-2014,i,002253,,,,924,,613.14,,310.86
Gottlieb and Veum,Bound,LIVE,N,31-03-2014,i,001224,,,,2644.95,,2042.16,,602.79
Gottlieb and Veum,Bound,LIVE,N,31-03-2014,i,004085,,,,121343.4,42127.59,97074.72,,24268.68
Gottlieb and Veum,Bound,LIVE,N,01-04-2014,i,001250,,,,1645.38,,1217.52,,427.86
Gottlieb and Veum,Bound,LIVE,N,01-04-2014,i,001208,,,,2062.5,,1561.64,,500.86
Gottlieb and Veum,Bound,LIVE,N,01-04-2014,i,001306,,,,6585.95,4883.56,5171.06,,1414.89
Gottlieb and Veum,Bound,LIVE,N,01-04-2014,i,005225,,,,10000,11684.99,7576,,2424
Gottlieb and Veum,Bound,LIVE,N,01-04-2014,i,003385,,,,8251.86,26966.21,6370.54,,1881.32
Gottlieb and Veum,Bound,LIVE,N,01-04-2014,i,000003,,,,39058,42766.78,34718.23,,4339.77
Gottlieb and Veum,Bound,LIVE,N,03-04-2014,i,003401,,,,1646.37,,1218.34,,428.03
Gottlieb and Veum,Bound,LIVE,N,05-04-2014,i,003000,,,,800,,534,,266
Gottlieb and Veum,Bound,LIVE,N,05-04-2014,i,002016,,,,16929.1,88251.8,13543.28,,3385.82
Gottlieb and Veum,Bound,LIVE,N,06-04-2014,i,001240,,,,1480,,1184,,296
Gottlieb and Veum,Bound,LIVE,N,06-04-2014,i,004150,,,,3905.05,,3221.67,,683.38
Gottlieb and Veum,Bound,LIVE,N,09-04-2014,i,004101,,,,14079,50,11263.2,,2815.8
Gottlieb and Veum,Bound,LIVE,N,10-04-2014,i,003016,,,,1041.48,,719.3,,322.18
Gottlieb and Veum,Bound,LIVE,N,10-04-2014,i,001386,,,,10835.55,,8502.08,,2333.47
Gottlieb and Veum,Bound,LIVE,N,12-04-2014,i,003804,,,,1608.47,,1187.07,,421.4
Gottlieb and Veum,Bound,LIVE,N,12-04-2014,i,001346,,,,7680.51,,6074.07,,1606.44
Gottlieb and Veum,Bound,LIVE,N,13-04-2014,i,003907,,,,4975,,3980,,995
Gottlieb and Veum,Bound,LIVE,N,14-04-2014,i,003417,,,,4170.38,,3300.64,,869.74
Gottlieb and Veum,Bound,LIVE,N,15-04-2014,i,001296,,,,2039.81,,1542.92,,496.89
Gottlieb and Veum,Bound,LIVE,N,15-04-2014,i,001322,,,,8330.21,12167.31,6346.17,,1984.04
Gottlieb and Veum,Bound,LIVE,N,17-04-2014,i,001342,,,,1853.28,,1422.96,,430.32
Gottlieb and Veum,Bound,LIVE,N,18-04-2014,i,001338,,,,3606,,2566.8,,1039.2
Gottlieb and Veum,Bound,LIVE,N,23-04-2014,i,001889,,,,65501.58,84147.1,52401.26,,13100.32
Gottlieb and Veum,Bound,LIVE,N,27-04-2014,i,001478,,,,12564.75,5453.35,10103.57,,2461.18
Gottlieb and Veum,Bound,LIVE,N,01-05-2014,i,003576,,,,9063.45,2356.51,7215,,1848.45
Gottlieb and Veum,Bound,LIVE,N,01-05-2014,i,001430,,,,26750,32749.53,20876.26,,5873.74
Gottlieb and Veum,Bound,LIVE,N,03-05-2014,i,001402,,,,600,,374,,226
Gottlieb and Veum,Bound,LIVE,N,03-05-2014,i,001500,,,,19514.39,21069.71,15662.13,,3852.26
Gottlieb and Veum,Bound,LIVE,N,09-05-2014,i,004166,,,,40683.74,1227.5,32546.99,,8136.75
Gottlieb and Veum,Bound,LIVE,N,12-05-2014,i,003210,,,,700,,454,,246
Gottlieb and Veum,Bound,LIVE,N,15-05-2014,i,001490,,,,1449.03,,1055.53,,393.5
Gottlieb and Veum,Bound,LIVE,N,21-05-2014,i,003719,,,,3000,9334.85,2400,,600
Gottlieb and Veum,Bound,LIVE,N,24-05-2014,i,001518,,,,520,,310,,210
Gottlieb and Veum,Bound,LIVE,N,26-05-2014,i,002104,,,,24369.59,351.12,19177.67,,5191.92
Gottlieb and Veum,Bound,LIVE,N,27-05-2014,i,003677,,,,1405.8,,1019.87,,385.93
Gottlieb and Veum,Bound,LIVE,N,30-05-2014,i,001446,,,,19275.97,,15420.78,,3855.19
Gottlieb and Veum,Bound,LIVE,N,31-05-2014,i,003735,,,,1527.9,,1120.6,,407.3
Gottlieb and Veum,Bound,LIVE,N,31-05-2014,i,004888,,,,4980,,3472.5,,1507.5
Gottlieb and Veum,Bound,LIVE,N,31-05-2014,i,001602,,,,1452.66,1326.07,1198.44,,254.22
Gottlieb and Veum,Bound,LIVE,N,31-05-2014,i,001414,,,,32545.8,16014.53,26603.95,,5941.85
Gottlieb and Veum,Bound,LIVE,N,31-05-2014,i,001680,,,,41460,31963.09,32508.5,,8951.5
Gottlieb and Veum,Bound,LIVE,N,01-06-2014,i,001534,,,,1202.16,,855.73,,346.43
Gottlieb and Veum,Bound,LIVE,N,01-06-2014,i,001704,,,,4245.75,,3227,,1018.75
Gottlieb and Veum,Bound,LIVE,N,02-06-2014,i,001540,,,,1456.8,,1059.44,,397.36
Gottlieb and Veum,Bound,LIVE,N,05-06-2014,i,002916,,,,6412,,4811.6,,1600.4
Gottlieb and Veum,Bound,LIVE,N,10-06-2014,i,000364,,,,24050,,19240,,4810
Gottlieb and Veum,Bound,LIVE,N,11-06-2014,i,002119,,,,2128.5,,1756.01,,372.49
Gottlieb and Veum,Bound,LIVE,N,11-06-2014,i,001378,,,,13220.26,875,10576.21,,2644.05
Gottlieb and Veum,Bound,LIVE,N,12-06-2014,i,001556,,,,4263.3,,3092.64,,1170.66
Gottlieb and Veum,Bound,LIVE,N,15-06-2014,i,002141,,,,2590.5,,1997.24,,593.26
Gottlieb and Veum,Bound,LIVE,N,19-06-2014,i,001618,,,,2321.55,64555.37,1775.36,,546.19
Gottlieb and Veum,Bound,LIVE,N,22-06-2014,i,004247,,,,7900,,5896,,2004
Gottlieb and Veum,Bound,LIVE,N,25-06-2014,i,004934,,,,4060.48,,3420.24,,640.24
Gottlieb and Veum,Bound,LIVE,N,26-06-2014,i,004266,,,,6426,875,5140.8,,1285.2
Gottlieb and Veum,Bound,LIVE,N,30-06-2014,i,001733,,,,1768.8,,1319.34,,449.46
Gottlieb and Veum,Bound,LIVE,N,01-07-2014,i,001588,,,,500,,294,,206
Gottlieb and Veum,Bound,LIVE,N,01-07-2014,i,004276,,,,2069,,1485.6,,583.4
Gottlieb and Veum,Bound,LIVE,N,01-07-2014,i,003106,,,,2500,,1875,,625
Gottlieb and Veum,Bound,LIVE,N,01-07-2014,i,000562,,,,23794,522,19035.2,,4758.8
Gottlieb and Veum,Bound,LIVE,N,01-07-2014,i,003464,,,,14792.69,26410.5,11834.15,,2958.54
Gottlieb and Veum,Bound,LIVE,N,03-07-2014,i,001666,,,,1710.23,,1271.02,,439.21
Gottlieb and Veum,Bound,LIVE,N,03-07-2014,i,002872,,,,5017.65,,3999.64,,1018.01
Gottlieb and Veum,Bound,LIVE,N,04-07-2014,i,000472,,,,10825,,8236,,2589
Gottlieb and Veum,Bound,LIVE,N,05-07-2014,i,001769,,,,1402.5,,1157.06,,245.44
Gottlieb and Veum,Bound,LIVE,N,05-07-2014,i,002347,,,,5016.71,,4013.37,,1003.34
Gottlieb and Veum,Bound,LIVE,N,05-07-2014,i,003790,,,,7985.64,43189.63,6388.51,,1597.13
Gottlieb and Veum,Bound,LIVE,N,11-07-2014,i,005511,,,,247.5,,204.19,,43.31
Gottlieb and Veum,Bound,LIVE,N,11-07-2014,i,004386,,,,7051,,5640.8,,1410.2
Gottlieb and Veum,Bound,LIVE,N,12-07-2014,i,002309,,,,2265,,1642.4,,622.6
Gottlieb and Veum,Bound,LIVE,N,12-07-2014,i,000640,,,,7420,,5512,,1908
Gottlieb and Veum,Bound,LIVE,N,18-07-2014,i,003066,,,,495,,320.92,,174.08
Gottlieb and Veum,Bound,LIVE,N,18-07-2014,i,003128,,,,495,,320.92,,174.08
Gottlieb and Veum,Bound,LIVE,N,19-07-2014,i,004341,,,,4800,,3840,,960
Gottlieb and Veum,Bound,LIVE,N,29-07-2014,i,005528,,,,1500,,1200,,300
Gottlieb and Veum,Bound,LIVE,N,29-07-2014,i,001823,,,,1713.38,,1326.09,,387.29
Gottlieb and Veum,Bound,LIVE,N,31-07-2014,i,001809,,,,6026.4,,4821.12,,1205.28
Gottlieb and Veum,Bound,LIVE,N,31-07-2014,i,001266,,,,45782.62,2466.8,36966.25,,8816.37
Gottlieb and Veum,Bound,LIVE,N,01-08-2014,i,001795,,,,2520,,1846.4,,673.6
Gottlieb and Veum,Bound,LIVE,N,01-08-2014,i,000654,,,,39335,18270.62,30143,,9192
Gottlieb and Veum,Bound,LIVE,N,12-08-2014,i,004952,,,,5773.35,,4866.56,,906.79
Gottlieb and Veum,Bound,LIVE,N,16-08-2014,i,000725,,,,3573.08,,2807.87,,765.21
Gottlieb and Veum,Bound,LIVE,N,21-08-2014,i,001842,,,,2748,,2028.8,,719.2
Gottlieb and Veum,Bound,LIVE,N,22-08-2014,i,002365,,,,800,,534,,266
Gottlieb and Veum,Bound,LIVE,N,24-08-2014,i,003090,,,,2120,,1696,,424
Gottlieb and Veum,Bound,LIVE,N,26-08-2014,i,000711,,,,2572.01,,1981.98,,590.03
Gottlieb and Veum,Bound,LIVE,N,31-08-2014,i,003158,,,,742.5,,472.64,,269.86
Gottlieb and Veum,Bound,LIVE,N,31-08-2014,i,000684,,,,3299.18,,2581.9,,717.28
Gottlieb and Veum,Bound,LIVE,N,31-08-2014,i,003269,,,,2856,,2115.2,,740.8
Gottlieb and Veum,Bound,LIVE,N,03-09-2014,i,002392,,,,400,,214,,186
Gottlieb and Veum,Bound,LIVE,N,03-09-2014,i,004457,,,,15887.5,50,11385,,4502.5
Gottlieb and Veum,Bound,LIVE,N,04-09-2014,i,000699,,,,495,,408.38,,86.62
Gottlieb and Veum,Bound,LIVE,N,13-09-2014,i,000761,,13666.11,,17612.63,,13666.11,100,3946.52
Gottlieb and Veum,Bound,LIVE,N,14-09-2014,i,004443,,2084.42,,2526.57,,2084.42,100,442.15
Gottlieb and Veum,Bound,LIVE,N,18-09-2014,i,005049,,6803.960396,,8590,,6872,101,1718
Gottlieb and Veum,Bound,LIVE,N,18-09-2014,i,000747,,2068.965517,,3000,,2400,116,600
Gottlieb and Veum,Bound,LIVE,N,19-09-2014,i,004477,,851.6981132,,1263.9,365.31,902.8,106,361.1
Gottlieb and Veum,Bound,LIVE,N,30-09-2014,i,000862,,2913.24,,3700.81,,2913.24,100,787.57
Gottlieb and Veum,Bound,LIVE,N,30-09-2014,i,000828,,5245.3,,6357.94,,5245.3,100,1112.64
Gottlieb and Veum,Bound,LIVE,N,30-09-2014,i,004463,,100151.4,,121838.68,524009.38,100151.4,100,21687.28
Gottlieb and Veum,Bound,LIVE,N,01-10-2014,i,005626,,46315.78947,,55000,,44000,95,11000
Gottlieb and Veum,Bound,LIVE,N,01-10-2014,i,000741,,21295.01,,28275,,21295.01,100,6979.99
Gottlieb and Veum,Bound,LIVE,N,01-10-2014,i,003226,,765.352381,,1080.09,,803.62,105,276.47
Gottlieb and Veum,Bound,LIVE,N,01-10-2014,i,001779,,4613.736364,,6469.65,,5075.11,110,1394.54
Gottlieb and Veum,Bound,LIVE,N,03-10-2014,i,005646,,4800,,6000,,4800,100,1200
Gottlieb and Veum,Bound,LIVE,N,07-10-2014,i,002222,,547.2,,896,,547.2,100,348.8
Gottlieb and Veum,Bound,LIVE,N,11-10-2014,i,005638,,27659.57447,,32500,,26000,94,6500
Gottlieb and Veum,Bound,LIVE,N,12-10-2014,i,001883,,5120,,6400,,5120,100,1280
Gottlieb and Veum,Bound,LIVE,N,15-10-2014,i,002212,,3108.468468,,4525,,3450.4,111,1074.6
Gottlieb and Veum,Bound,LIVE,N,21-10-2014,i,000866,,5320.769231,,7447,,5533.6,104,1913.4
Gottlieb and Veum,Bound,LIVE,N,25-10-2014,i,000880,,831.9029126,,1283.08,,856.86,103,426.22
Gottlieb and Veum,Bound,LIVE,N,30-10-2014,i,001903,,1406.834951,,2023.3,,1449.04,103,574.26
Gottlieb and Veum,Bound,LIVE,N,30-10-2014,i,000846,,32675.02,,42500,5417.3,32675.02,100,9824.98
Gottlieb and Veum,Bound,LIVE,N,01-11-2014,i,000695,,4160.825243,,5364.32,,4285.65,103,1078.67
Gottlieb and Veum,Bound,LIVE,N,01-11-2014,i,001979,,20911.85263,,24245.6,21910.15,19866.26,95,4379.34
Gottlieb and Veum,Bound,LIVE,N,01-11-2014,i,002236,,16479.59184,,19000,230447.54,16150,98,2850
Gottlieb and Veum,Bound,LIVE,N,09-11-2014,i,003300,,8275.2,,10344,18704.3,8275.2,100,2068.8
Gottlieb and Veum,Bound,LIVE,N,13-11-2014,i,000930,,2156.028846,,2887.5,2021.91,2242.27,104,645.23
Gottlieb and Veum,Bound,LIVE,N,14-11-2014,i,000998,,1470.163462,,2022.9,,1528.97,104,493.93
Gottlieb and Veum,Bound,LIVE,N,17-11-2014,i,003113,,569.5238095,,880,,598,105,282
Gottlieb and Veum,Bound,LIVE,N,19-11-2014,i,000910,,1922.8,,2648.67,,2018.94,105,629.73
Gottlieb and Veum,Bound,LIVE,N,21-11-2014,i,000958,,1436.134615,,1980,,1493.58,104,486.42
Gottlieb and Veum,Bound,LIVE,N,22-11-2014,i,004569,,31372.54902,,40000,5350,32000,102,8000
Gottlieb and Veum,Bound,LIVE,N,23-11-2014,i,000808,,6500.190476,,8531.5,,6825.2,105,1706.3
Gottlieb and Veum,Bound,LIVE,N,23-11-2014,i,005718,,45659.57447,,53650,1554,42920,94,10730
Gottlieb and Veum,Bound,LIVE,N,29-11-2014,i,004233,,780.407767,,974.33,,803.82,103,170.51
Gottlieb and Veum,Bound,LIVE,N,01-12-2014,i,001026,,3724.59633,,4920.98,,4059.81,109,861.17
Gottlieb and Veum,Bound,LIVE,N,01-12-2014,i,000972,,20785.56731,,28015,2752,21616.99,104,6398.01
Gottlieb and Veum,Bound,LIVE,N,02-12-2014,i,000986,,1648.320388,,2227.5,,1697.77,103,529.73
Gottlieb and Veum,Bound,LIVE,N,31-12-2014,i,002734,,4408.28866,,5225.55,,4276.04,97,949.51
Gottlieb and Veum,Bound,LIVE,N,31-12-2014,i,005768,,1340.714286,,1782,,1407.75,105,374.25
Gottlieb and Veum,Bound,LIVE,N,01-01-2015,i,002433,,,,,,,,
Gottlieb and Veum,Bound,LIVE,N,01-01-2015,i,002491,,,,,,,,
Gottlieb and Veum,Bound,LIVE,N,01-01-2015,i,003510,,,,,,,,
Gottlieb and Veum,Bound,LIVE,N,01-01-2015,i,002507,,,,,,,,
Gottlieb and Veum,Bound,LIVE,N,01-01-2015,i,002565,,12940,,16175,,12940,100,3235
Gottlieb and Veum,Bound,LIVE,N,02-01-2015,i,001754,,327.6578947,,581.25,,373.53,114,207.72
Gottlieb and Veum,Bound,LIVE,N,02-01-2015,i,004658,,6685.927273,,8914.56,147.42,7354.52,110,1560.04
Gottlieb and Veum,Bound,LIVE,N,15-01-2015,i,005793,,2666.666667,,3500,,2800,105,700
Gottlieb and Veum,Bound,LIVE,N,18-01-2015,i,002804,,5207.807018,,7284.75,567.59,5936.9,114,1347.85
Gottlieb and Veum,Bound,LIVE,N,21-01-2015,i,002658,,847.847619,,1324.8,,890.24,105,434.56
Gottlieb and Veum,Bound,LIVE,N,23-01-2015,i,002701,,1298.04717,,1827.79,,1375.93,106,451.86
Gottlieb and Veum,Bound,LIVE,N,25-01-2015,i,002677,,15413.9902,,19652.84,6747,15722.27,102,3930.57
Gottlieb and Veum,Bound,LIVE,N,26-01-2015,i,002985,,10792.23301,,13895,,11116,103,2779
Gottlieb and Veum,Bound,LIVE,N,28-01-2015,i,002834,,2316.940594,,3005.7,,2340.11,101,665.59
Gottlieb and Veum,Bound,LIVE,N,31-01-2015,i,002617,,16320,,20400,,16320,100,4080
Gottlieb and Veum,Bound,LIVE,N,01-02-2015,i,004720,,5838.461538,,8120,,6072,104,2048
Gottlieb and Veum,Bound,LIVE,N,01-02-2015,i,002818,,61224.4898,,75000,5050,60000,98,15000
Gottlieb and Veum,Bound,LIVE,N,04-02-2015,i,000544,,12090.82075,,14647.17,,12816.27,106,1830.9
Gottlieb and Veum,Bound,LIVE,N,12-02-2015,i,005841,,109263.1579,,131480,109491.57,103800,95,27680
Gottlieb and Veum,Bound,LIVE,N,17-02-2015,i,002792,,527.5333333,,904.39,,553.91,105,350.48
Gottlieb and Veum,Bound,LIVE,N,17-02-2015,i,002857,,1003.33945,,1495.23,,1093.64,109,401.59
Gottlieb and Veum,Bound,LIVE,N,18-02-2015,i,001164,,564.9238095,,825,,593.17,105,231.83
Gottlieb and Veum,Bound,LIVE,N,19-02-2015,i,003321,,382.0344828,,885.2,,443.16,116,442.04
Gottlieb and Veum,Bound,LIVE,N,21-02-2015,i,004733,,2069.333333,,2716,,2172.8,105,543.2
Gottlieb and Veum,Bound,LIVE,N,21-02-2015,i,005144,,2560,,3360,,2688,105,672
Gottlieb and Veum,Bound,LIVE,N,22-02-2015,i,003609,,2017.904762,,3046,,2118.8,105,927.2
Gottlieb and Veum,Bound,LIVE,N,22-02-2015,i,004043,,35676.19048,,46825,150,37460,105,9365
Gottlieb and Veum,Bound,LIVE,N,26-02-2015,i,005863,,4000,,5000,,4000,100,1000
Gottlieb and Veum,Bound,LIVE,N,27-02-2015,i,002288,,1819.2,,2486,,1819.2,100,666.8
Gottlieb and Veum,Bound,LIVE,N,01-03-2015,i,000669,,4132.254902,,5599.87,,4214.9,102,1384.97
